clip_range,num_epochs,ratios_max,ratios_min,ratios_mean,approx_TV,learning_rate,num_agents
0.5,30,2.180776357650757,0.40300893783569336,0.9980213642120361,0.6846376657485962,0.0004,5
0.5,31,2.2248992919921875,0.39281365275382996,0.9980496764183044,0.7075453996658325,0.0004,5
0.5,32,2.266587972640991,0.3841809332370758,0.9980589747428894,0.7290529012680054,0.0004,5
0.5,33,2.3054463863372803,0.37690508365631104,0.9980390667915344,0.7487280964851379,0.0004,5
0.5,34,2.3415088653564453,0.3708314001560211,0.9979873299598694,0.7666233777999878,0.0004,5
0.5,35,2.3743507862091064,0.3658272325992584,0.9979009628295898,0.7825093269348145,0.0004,5
0.5,36,2.4036831855773926,0.3616715371608734,0.9977759122848511,0.7962676286697388,0.0004,5
0.5,37,2.4293391704559326,0.358463317155838,0.9976162314414978,0.8080088496208191,0.0004,5
0.5,38,2.450960159301758,0.3561587631702423,0.9974288940429688,0.817305326461792,0.0004,5
0.5,39,2.4697365760803223,0.3546021282672882,0.9972168207168579,0.8244439959526062,0.0004,5
0.5,40,2.4854700565338135,0.3537355959415436,0.9969788789749146,0.8297861814498901,0.0004,5
0.5,41,2.4974124431610107,0.3536755442619324,0.99671870470047,0.8370217084884644,0.0004,5
0.5,42,2.5036513805389404,0.354660302400589,0.9964451789855957,0.841813325881958,0.0004,5
0.5,43,2.503648281097412,0.35667067766189575,0.996170699596405,0.8441526293754578,0.0004,5
0.5,44,2.4982998371124268,0.35751691460609436,0.9959005117416382,0.8441299200057983,0.0004,5
0.5,45,2.487962484359741,0.3589065670967102,0.9956368803977966,0.8420542478561401,0.0004,5
0.5,46,2.4735093116760254,0.36087706685066223,0.9953903555870056,0.8382514715194702,0.0004,5
0.5,47,2.455634355545044,0.36328813433647156,0.9951590299606323,0.8329299688339233,0.0004,5
0.5,48,2.4357452392578125,0.36600783467292786,0.9949439167976379,0.8390136957168579,0.0004,5
0.5,49,2.4157497882843018,0.36851921677589417,0.9947343468666077,0.8535543084144592,0.0004,5
0.5,50,2.3970727920532227,0.3703624904155731,0.9945244193077087,0.8672943115234375,0.0004,5
0.5,51,2.381481170654297,0.3715948462486267,0.9943253397941589,0.880018949508667,0.0004,5
0.5,52,2.369858503341675,0.3720223009586334,0.9941308498382568,0.891761302947998,0.0004,5
0.5,53,2.3623440265655518,0.3717610836029053,0.9939343333244324,0.9026537537574768,0.0004,5
0.5,54,2.3584537506103516,0.37085750699043274,0.9937329888343811,0.9132815003395081,0.0004,5
0.5,55,2.3580503463745117,0.36973318457603455,0.9935373067855835,0.9234741926193237,0.0004,5
0.5,56,2.362255811691284,0.3686445355415344,0.9933469891548157,0.9341415166854858,0.0004,5
0.5,57,2.3700108528137207,0.3675413727760315,0.9931586384773254,0.9453630447387695,0.0004,5
0.5,58,2.380432367324829,0.3663504123687744,0.9929675459861755,0.956987202167511,0.0004,5
0.5,59,2.3924553394317627,0.36482036113739014,0.9927680492401123,0.9684026837348938,0.0004,5
0.5,60,2.405583143234253,0.3627273142337799,0.9925448298454285,0.980313777923584,0.0004,5
0.5,61,2.4194509983062744,0.3601742088794708,0.9923019409179688,0.991808295249939,0.0004,5
0.5,62,2.4337716102600098,0.3577885925769806,0.9920512437820435,1.0021510124206543,0.0004,5
0.5,63,2.447187900543213,0.3560340404510498,0.9918085932731628,1.010643720626831,0.0004,5
0.5,64,2.459784507751465,0.3545825779438019,0.9915686249732971,1.0172502994537354,0.0004,5
0.5,65,2.4719464778900146,0.3535630702972412,0.9913403987884521,1.0218555927276611,0.0004,5
0.5,66,2.4831860065460205,0.3531687259674072,0.9911234974861145,1.0245521068572998,0.0004,5
0.5,67,2.493008613586426,0.3533951938152313,0.9909152388572693,1.0258824825286865,0.0004,5
0.5,68,2.5011837482452393,0.3541487455368042,0.9907062649726868,1.0293382406234741,0.0004,5
0.5,69,2.508145332336426,0.35531318187713623,0.9905043244361877,1.0331130027770996,0.0004,5
0.5,70,2.5134823322296143,0.35282188653945923,0.9903026223182678,1.0370303392410278,0.0004,5
0.5,71,2.5179038047790527,0.3504147231578827,0.9900972843170166,1.041668176651001,0.0004,5
0.5,72,2.521474599838257,0.34807902574539185,0.9898920059204102,1.0468907356262207,0.0004,5
0.5,73,2.5240979194641113,0.3456888198852539,0.9896829724311829,1.0525751113891602,0.0004,5
0.5,74,2.5257554054260254,0.340861052274704,0.9894673228263855,1.0584332942962646,0.0004,5
0.5,75,2.5275559425354004,0.3359200656414032,0.989234983921051,1.0646623373031616,0.0004,5
0.5,76,2.5613245964050293,0.3314144015312195,0.9889934659004211,1.0708131790161133,0.0004,5
0.5,77,2.605595111846924,0.32729899883270264,0.9887372851371765,1.0762706995010376,0.0004,5
0.5,78,2.6491177082061768,0.3234183192253113,0.988470733165741,1.0805168151855469,0.0004,5
0.5,79,2.6932153701782227,0.3192170262336731,0.9882000088691711,1.0842431783676147,0.0004,5
0.5,80,2.738023281097412,0.3145367205142975,0.9879190325737,1.088423490524292,0.0004,5
0.5,81,2.7838528156280518,0.3093405067920685,0.987625777721405,1.093031644821167,0.0004,5
0.5,82,2.8303427696228027,0.3037450909614563,0.987323522567749,1.098060965538025,0.0004,5
0.5,83,2.878661632537842,0.29806190729141235,0.987008810043335,1.1031502485275269,0.0004,5
0.5,84,2.9268691539764404,0.29231423139572144,0.9866884350776672,1.1082792282104492,0.0004,5
0.5,85,2.9747228622436523,0.28623080253601074,0.9863405227661133,1.1150414943695068,0.0004,5
0.5,86,3.020925283432007,0.2797417640686035,0.9859645366668701,1.1235220432281494,0.0004,5
0.5,87,3.0670337677001953,0.2730468213558197,0.9855602979660034,1.1333186626434326,0.0004,5
0.5,88,3.1165976524353027,0.2664380669593811,0.9851275086402893,1.1440632343292236,0.0004,5
0.5,89,3.169654369354248,0.2602958083152771,0.9846912026405334,1.1534794569015503,0.0004,5
0.5,90,3.2287075519561768,0.25518736243247986,0.9842378497123718,1.1605384349822998,0.0004,5
0.5,91,3.2929184436798096,0.2510770559310913,0.9837576746940613,1.1658347845077515,0.0004,5
0.5,92,3.3546695709228516,0.24804513156414032,0.9832757711410522,1.1692990064620972,0.0004,5
0.5,93,3.4157614707946777,0.2459617257118225,0.9828045964241028,1.1711342334747314,0.0004,5
0.5,94,3.478548288345337,0.24454574286937714,0.9823302030563354,1.1725248098373413,0.0004,5
0.5,95,3.5496997833251953,0.24305520951747894,0.9818597435951233,1.1750938892364502,0.0004,5
0.5,96,3.6224794387817383,0.24063219130039215,0.981403112411499,1.1801719665527344,0.0004,5
0.5,97,3.6919848918914795,0.23789264261722565,0.9810018539428711,1.1861469745635986,0.0004,5
0.5,98,3.758585214614868,0.23452498018741608,0.9806620478630066,1.1936895847320557,0.0004,5
0.5,99,3.824582815170288,0.22995249927043915,0.9803802967071533,1.2002341747283936,0.0004,5
