learning_rate,num_agents,ratios_mean,clip_range,ratios_min,approx_TV,ratios_max,num_epochs
0.0005,5,0.9901071786880493,0.5,0.347524493932724,1.049870252609253,2.4877727031707764,59
0.0005,5,0.989859938621521,0.5,0.34427934885025024,1.055949091911316,2.4944403171539307,60
0.0005,5,0.989607036113739,0.5,0.34139302372932434,1.0615792274475098,2.500311851501465,61
0.0005,5,0.9893507957458496,0.5,0.3387618064880371,1.0668898820877075,2.5051748752593994,62
0.0005,5,0.9890896081924438,0.5,0.3331228792667389,1.071880578994751,2.5092406272888184,63
0.0005,5,0.9887986779212952,0.5,0.3274514973163605,1.0767313241958618,2.564260244369507,64
0.0005,5,0.9884862899780273,0.5,0.32240667939186096,1.0826823711395264,2.6207149028778076,65
0.0005,5,0.9881539940834045,0.5,0.317454993724823,1.088742971420288,2.679332733154297,66
0.0005,5,0.9878070950508118,0.5,0.31254643201828003,1.094967246055603,2.739037275314331,67
0.0005,5,0.9874470829963684,0.5,0.30709245800971985,1.10182785987854,2.800187587738037,68
0.0005,5,0.9870699644088745,0.5,0.3009328246116638,1.1090583801269531,2.8631770610809326,69
0.0005,5,0.9866774082183838,0.5,0.2943611443042755,1.116109013557434,2.92788028717041,70
0.0005,5,0.9862760901451111,0.5,0.28746703267097473,1.123258352279663,2.9933183193206787,71
0.0005,5,0.98585045337677,0.5,0.27996453642845154,1.1318528652191162,3.059617757797241,72
0.0005,5,0.9854043126106262,0.5,0.2719564735889435,1.1416594982147217,3.122412919998169,73
0.0005,5,0.9849321246147156,0.5,0.2638324499130249,1.1519533395767212,3.184971809387207,74
0.0005,5,0.9844288229942322,0.5,0.2555903196334839,1.1635994911193848,3.2485904693603516,75
0.0005,5,0.9839193224906921,0.5,0.24793556332588196,1.174865484237671,3.307948350906372,76
0.0005,5,0.9834042191505432,0.5,0.2414693683385849,1.184774398803711,3.3650782108306885,77
0.0005,5,0.9828883409500122,0.5,0.23626482486724854,1.1927952766418457,3.4169631004333496,78
0.0005,5,0.9824038743972778,0.5,0.2322954535484314,1.1985834836959839,3.4708168506622314,79
0.0005,5,0.9818720817565918,0.5,0.22995634377002716,1.2023942470550537,3.5468714237213135,80
0.0005,5,0.9813093543052673,0.5,0.22885583341121674,1.205162763595581,3.6450183391571045,81
0.0005,5,0.980786919593811,0.5,0.22767791152000427,1.208869457244873,3.748666763305664,82
0.0005,5,0.9803086519241333,0.5,0.22435419261455536,1.2139489650726318,3.850106954574585,83
0.0005,5,0.97991544008255,0.5,0.22001390159130096,1.2201461791992188,3.9325644969940186,84
0.0005,5,0.9795987606048584,0.5,0.21527203917503357,1.227389931678772,3.995241403579712,85
0.0005,5,0.9793550372123718,0.5,0.21037249267101288,1.2340304851531982,4.040178298950195,86
0.0005,5,0.9791411757469177,0.5,0.2053835242986679,1.239211916923523,4.083734035491943,87
0.0005,5,0.9789230823516846,0.5,0.20088791847229004,1.2434124946594238,4.136666297912598,88
0.0005,5,0.9786674380302429,0.5,0.1964731514453888,1.247371792793274,4.197429656982422,89
0.0005,5,0.9784103631973267,0.5,0.1882587969303131,1.2514958381652832,4.2496137619018555,90
0.0005,5,0.9781529307365417,0.5,0.1809626966714859,1.2553131580352783,4.288956642150879,91
0.0005,5,0.9778892397880554,0.5,0.1739332228899002,1.2611428499221802,4.321676254272461,92
0.0005,5,0.9776211380958557,0.5,0.16718168556690216,1.2706146240234375,4.348978042602539,93
0.0005,5,0.9773317575454712,0.5,0.16088813543319702,1.2811853885650635,4.370606422424316,94
0.0005,5,0.9770363569259644,0.5,0.15505006909370422,1.2958285808563232,4.386604309082031,95
0.0005,5,0.9766773581504822,0.5,0.14952585101127625,1.3136208057403564,4.408580303192139,96
0.0005,5,0.9763096570968628,0.5,0.14344936609268188,1.3298535346984863,4.408517837524414,97
0.0005,5,0.9759701490402222,0.5,0.13749124109745026,1.3447085618972778,4.390013217926025,98
0.0005,5,0.9757012128829956,0.5,0.13219402730464935,1.3577518463134766,4.3541975021362305,99
