clip_range,num_epochs,ratios_max,approx_TV,num_agents,ratios_mean,ratios_min,learning_rate
0.4,39,2.0379836559295654,0.7559801340103149,5,0.9954434037208557,0.48073717951774597,0.0005
0.4,40,2.029369354248047,0.7678993940353394,5,0.9952436685562134,0.4831009805202484,0.0005
0.4,41,2.025181770324707,0.778950572013855,5,0.9950511455535889,0.48393458127975464,0.0005
0.4,42,2.0246646404266357,0.7887736558914185,5,0.9948597550392151,0.484660267829895,0.0005
0.4,43,2.0287628173828125,0.7976024150848389,5,0.9946668148040771,0.4828163683414459,0.0005
0.4,44,2.036548137664795,0.8057460188865662,5,0.9944691061973572,0.48100900650024414,0.0005
0.4,45,2.047085762023926,0.8125325441360474,5,0.9942589998245239,0.47922948002815247,0.0005
0.4,46,2.0600709915161133,0.818286657333374,5,0.9940317869186401,0.47798433899879456,0.0005
0.4,47,2.0744688510894775,0.8236815929412842,5,0.9937982559204102,0.47096291184425354,0.0005
0.4,48,2.089219331741333,0.8278546333312988,5,0.9935654997825623,0.46473392844200134,0.0005
0.4,49,2.104365587234497,0.830910325050354,5,0.9933370351791382,0.45912060141563416,0.0005
0.4,50,2.1197752952575684,0.8344317078590393,5,0.9930986166000366,0.4540001153945923,0.0005
0.4,51,2.134434461593628,0.8408554196357727,5,0.9928512573242188,0.44887688755989075,0.0005
0.4,52,2.148139238357544,0.846650242805481,5,0.9926016330718994,0.4440748989582062,0.0005
0.4,53,2.160766363143921,0.8522019386291504,5,0.9923595786094666,0.43911558389663696,0.0005
0.4,54,2.172123670578003,0.8574816584587097,5,0.9921358823776245,0.43395256996154785,0.0005
0.4,55,2.1822476387023926,0.8623425960540771,5,0.9919301271438599,0.428534597158432,0.0005
0.4,56,2.190636157989502,0.8668174147605896,5,0.9917382597923279,0.4225916862487793,0.0005
0.4,57,2.198362350463867,0.8711215853691101,5,0.991546630859375,0.41629984974861145,0.0005
0.4,58,2.205930709838867,0.8752785921096802,5,0.9913375973701477,0.4101531505584717,0.0005
0.4,59,2.211824417114258,0.8793333768844604,5,0.9911086559295654,0.40409228205680847,0.0005
0.4,60,2.216691493988037,0.8850317597389221,5,0.990852952003479,0.39788198471069336,0.0005
0.4,61,2.2241578102111816,0.8922066688537598,5,0.9905818700790405,0.39092499017715454,0.0005
0.4,62,2.233595848083496,0.8995903134346008,5,0.990304708480835,0.3839150071144104,0.0005
0.4,63,2.2456612586975098,0.9067258834838867,5,0.9900290369987488,0.37685295939445496,0.0005
0.4,64,2.2601778507232666,0.913162112236023,5,0.9897527694702148,0.36994311213493347,0.0005
0.4,65,2.2784624099731445,0.9184180498123169,5,0.9894647598266602,0.3633796274662018,0.0005
0.4,66,2.300522804260254,0.9235811829566956,5,0.9891485571861267,0.3569743037223816,0.0005
0.4,67,2.3256940841674805,0.9286594390869141,5,0.9888165593147278,0.3504412770271301,0.0005
0.4,68,2.3544187545776367,0.9343250393867493,5,0.9884653687477112,0.34378039836883545,0.0005
0.4,69,2.3999381065368652,0.9406818747520447,5,0.9880897402763367,0.33708488941192627,0.0005
0.4,70,2.454533338546753,0.9475909471511841,5,0.9876840114593506,0.33042553067207336,0.0005
0.4,71,2.5184667110443115,0.9546383619308472,5,0.9872742891311646,0.3240657150745392,0.0005
0.4,72,2.5910236835479736,0.9605805277824402,5,0.98687744140625,0.31836971640586853,0.0005
0.4,73,2.6665968894958496,0.9650626182556152,5,0.9865138530731201,0.31331518292427063,0.0005
0.4,74,2.74202561378479,0.9688453078269958,5,0.98617023229599,0.3090989887714386,0.0005
0.4,75,2.8074522018432617,0.9712193012237549,5,0.9858695864677429,0.30549970269203186,0.0005
0.4,76,2.8583950996398926,0.9738522171974182,5,0.9856157302856445,0.30216285586357117,0.0005
0.4,77,2.8954882621765137,0.9766594767570496,5,0.9854121804237366,0.2992931604385376,0.0005
0.4,78,2.9269754886627197,0.979410707950592,5,0.9852359890937805,0.29667147994041443,0.0005
0.4,79,2.95603609085083,0.9824788570404053,5,0.9850628972053528,0.2949116826057434,0.0005
0.4,80,2.986800193786621,0.9865146279335022,5,0.9848883748054504,0.29307013750076294,0.0005
0.4,81,3.0164027214050293,0.9918079376220703,5,0.9847356081008911,0.2903251647949219,0.0005
0.4,82,3.039639472961426,0.9983674883842468,5,0.9846186637878418,0.28765055537223816,0.0005
0.4,83,3.0623278617858887,1.003950595855713,5,0.9845128655433655,0.2855773866176605,0.0005
0.4,84,3.079777240753174,1.0102818012237549,5,0.9844033122062683,0.2828107476234436,0.0005
0.4,85,3.0996031761169434,1.0167497396469116,5,0.9842861294746399,0.2797495722770691,0.0005
0.4,86,3.1284046173095703,1.0203940868377686,5,0.9841501712799072,0.277375727891922,0.0005
0.4,87,3.1665213108062744,1.0244417190551758,5,0.9839780926704407,0.2704470455646515,0.0005
0.4,88,3.209541082382202,1.0306193828582764,5,0.9837586283683777,0.26291483640670776,0.0005
0.4,89,3.2296457290649414,1.0363554954528809,5,0.9835326075553894,0.2541946768760681,0.0005
0.4,90,3.2223572731018066,1.040127158164978,5,0.9833285212516785,0.24477019906044006,0.0005
0.4,91,3.2058098316192627,1.0417649745941162,5,0.9831152558326721,0.2375451624393463,0.0005
0.4,92,3.1904075145721436,1.0442463159561157,5,0.98285311460495,0.2317613959312439,0.0005
0.4,93,3.1802287101745605,1.0478997230529785,5,0.9825513362884521,0.22766518592834473,0.0005
0.4,94,3.1740362644195557,1.0521245002746582,5,0.9822539687156677,0.22324791550636292,0.0005
0.4,95,3.175144910812378,1.0553598403930664,5,0.9819900393486023,0.21810612082481384,0.0005
0.4,96,3.1772005558013916,1.0645339488983154,5,0.9817652702331543,0.21320684254169464,0.0005
0.4,97,3.171067714691162,1.0806652307510376,5,0.9815650582313538,0.2085096836090088,0.0005
0.4,98,3.154819965362549,1.0970420837402344,5,0.9814028739929199,0.2040310502052307,0.0005
0.4,99,3.1383450031280518,1.112828016281128,5,0.9812617301940918,0.19970591366291046,0.0005
