learning_rate,ratios_min,num_agents,approx_TV,clip_range,ratios_mean,ratios_max,num_epochs
0.0002,0.47131258249282837,5,0.605950653553009,0.4,0.9957371354103088,1.6882545948028564,45
0.0002,0.4722360372543335,5,0.6152731776237488,0.4,0.9956960082054138,1.7056721448898315,46
0.0002,0.4733172357082367,5,0.6240829229354858,0.4,0.9956595301628113,1.722561001777649,47
0.0002,0.47454649209976196,5,0.6323392987251282,0.4,0.9956287145614624,1.7388839721679688,48
0.0002,0.47589942812919617,5,0.6400752067565918,0.4,0.9956029653549194,1.754705786705017,49
0.0002,0.4773221015930176,5,0.6473385095596313,0.4,0.9955808520317078,1.7700815200805664,50
0.0002,0.478736937046051,5,0.6542165875434875,0.4,0.9955611228942871,1.785029411315918,51
0.0002,0.4800688624382019,5,0.6607576012611389,0.4,0.9955434203147888,1.7992359399795532,52
0.0002,0.4813910722732544,5,0.6666587591171265,0.4,0.9955321550369263,1.812776803970337,53
0.0002,0.48272866010665894,5,0.6717181205749512,0.4,0.9955315589904785,1.824784517288208,54
0.0002,0.48409363627433777,5,0.6757615804672241,0.4,0.9955435395240784,1.834934115409851,55
0.0002,0.48532721400260925,5,0.6789706945419312,0.4,0.9955658316612244,1.842934012413025,56
0.0002,0.4864288866519928,5,0.68146812915802,0.4,0.9955965280532837,1.8492342233657837,57
0.0002,0.48729345202445984,5,0.6834522485733032,0.4,0.9956321716308594,1.8542755842208862,58
0.0002,0.48791271448135376,5,0.6850739121437073,0.4,0.9956693649291992,1.8583526611328125,59
0.0002,0.48840200901031494,5,0.6862825155258179,0.4,0.9957081079483032,1.861441731452942,60
0.0002,0.4888364374637604,5,0.687066912651062,0.4,0.995747983455658,1.8636425733566284,61
0.0002,0.4891180694103241,5,0.6877774000167847,0.4,0.9957829117774963,1.8653998374938965,62
0.0002,0.4892686605453491,5,0.6884493827819824,0.4,0.995807945728302,1.8671623468399048,63
0.0002,0.48838338255882263,5,0.6897062063217163,0.4,0.9958150386810303,1.869539499282837,64
0.0002,0.48660916090011597,5,0.691474437713623,0.4,0.9958045482635498,1.8725240230560303,65
0.0002,0.48515334725379944,5,0.6924712657928467,0.4,0.9957879781723022,1.8752590417861938,66
0.0002,0.48399618268013,5,0.6928908824920654,0.4,0.99576336145401,1.8779501914978027,67
0.0002,0.48298871517181396,5,0.6931613087654114,0.4,0.995728075504303,1.8808934688568115,68
0.0002,0.48204123973846436,5,0.6936706304550171,0.4,0.9956804513931274,1.884331226348877,69
0.0002,0.48113325238227844,5,0.6946585178375244,0.4,0.9956260323524475,1.8874295949935913,70
0.0002,0.48017922043800354,5,0.6957800984382629,0.4,0.9955649971961975,1.8904792070388794,71
0.0002,0.47908666729927063,5,0.6974242925643921,0.4,0.9954937696456909,1.8939987421035767,72
0.0002,0.47783803939819336,5,0.6996501088142395,0.4,0.9954127073287964,1.8983194828033447,73
0.0002,0.4765225052833557,5,0.7019708156585693,0.4,0.9953268766403198,1.9039486646652222,74
0.0002,0.47512781620025635,5,0.704269528388977,0.4,0.9952400922775269,1.9100147485733032,75
0.0002,0.4737052619457245,5,0.7065140008926392,0.4,0.9951560497283936,1.9164084196090698,76
0.0002,0.4722980856895447,5,0.7083714008331299,0.4,0.995078980922699,1.9226696491241455,77
0.0002,0.47094660997390747,5,0.7099542617797852,0.4,0.9950096011161804,1.9288114309310913,78
0.0002,0.4695984721183777,5,0.7112011313438416,0.4,0.994946300983429,1.9349391460418701,79
0.0002,0.4683477282524109,5,0.7121299505233765,0.4,0.9948875308036804,1.941059947013855,80
0.0002,0.46734797954559326,5,0.7130650877952576,0.4,0.9948307275772095,1.9467681646347046,81
0.0002,0.46668967604637146,5,0.7140260934829712,0.4,0.9947748184204102,1.9520763158798218,82
0.0002,0.4664025902748108,5,0.715026319026947,0.4,0.9947218894958496,1.9567826986312866,83
0.0002,0.46656718850135803,5,0.7155911922454834,0.4,0.9946759343147278,1.9606893062591553,84
0.0002,0.4670468866825104,5,0.7157933712005615,0.4,0.9946354627609253,1.9638804197311401,85
0.0002,0.4679461419582367,5,0.7155771255493164,0.4,0.9945998191833496,1.9663795232772827,86
0.0002,0.4679594039916992,5,0.7161929607391357,0.4,0.9945553541183472,1.9693413972854614,87
0.0002,0.466977059841156,5,0.7176339626312256,0.4,0.9945013523101807,1.972817063331604,88
0.0002,0.46633243560791016,5,0.7185891270637512,0.4,0.994454562664032,1.9757990837097168,89
0.0002,0.4661872684955597,5,0.7190090417861938,0.4,0.9944145679473877,1.9782339334487915,90
0.0002,0.46640685200691223,5,0.7190253734588623,0.4,0.9943795204162598,1.9802255630493164,91
0.0002,0.46678394079208374,5,0.7194589376449585,0.4,0.9943382740020752,1.9826133251190186,92
0.0002,0.46726685762405396,5,0.720319390296936,0.4,0.9942890405654907,1.9852592945098877,93
0.0002,0.4680064022541046,5,0.7210321426391602,0.4,0.9942384958267212,1.9875444173812866,94
0.0002,0.46898388862609863,5,0.7214857935905457,0.4,0.9941890835762024,1.9893534183502197,95
0.0002,0.4701876640319824,5,0.7216960787773132,0.4,0.9941414594650269,1.9908020496368408,96
0.0002,0.4700682759284973,5,0.7233076691627502,0.4,0.9940749406814575,1.9932345151901245,97
0.0002,0.4693032205104828,5,0.7252411842346191,0.4,0.9940006732940674,1.9957178831100464,98
0.0002,0.4692065715789795,5,0.7264647483825684,0.4,0.9939308762550354,1.9972341060638428,99
