ratios_min,clip_range,num_epochs,num_agents,approx_TV,learning_rate,ratios_max,ratios_mean
0.822227418422699,0.1,35,5,0.1903158575296402,0.0003,1.3912651538848877,0.9970009922981262
0.8179617524147034,0.1,36,5,0.19272994995117188,0.0003,1.3952199220657349,0.9969409108161926
0.8142172694206238,0.1,37,5,0.1942976415157318,0.0003,1.398348093032837,0.9968836903572083
0.8105656504631042,0.1,38,5,0.19477058947086334,0.0003,1.400527834892273,0.9968369007110596
0.8065059185028076,0.1,39,5,0.19357338547706604,0.0003,1.4012583494186401,0.9968057870864868
0.8023519515991211,0.1,40,5,0.19173076748847961,0.0003,1.400803804397583,0.9967906475067139
0.7986794710159302,0.1,41,5,0.1902179718017578,0.0003,1.3997868299484253,0.9967915415763855
0.7956681847572327,0.1,42,5,0.18978765606880188,0.0003,1.3984867334365845,0.9968021512031555
0.7937256693840027,0.1,43,5,0.19025766849517822,0.0003,1.3971154689788818,0.9968145489692688
0.7928531765937805,0.1,44,5,0.19168920814990997,0.0003,1.3958176374435425,0.9968206882476807
0.7928613424301147,0.1,45,5,0.19331493973731995,0.0003,1.3947257995605469,0.9968185424804688
0.7936117649078369,0.1,46,5,0.1949804127216339,0.0003,1.3938900232315063,0.9968077540397644
0.7949867844581604,0.1,47,5,0.1963626742362976,0.0003,1.3932796716690063,0.9967847466468811
0.7963355779647827,0.1,48,5,0.19708245992660522,0.0003,1.3927788734436035,0.9967453479766846
0.7977376580238342,0.1,49,5,0.19776715338230133,0.0003,1.3922147750854492,0.9966980814933777
0.799755871295929,0.1,50,5,0.19873200356960297,0.0003,1.3918046951293945,0.9966453909873962
0.8025848269462585,0.1,51,5,0.2003096342086792,0.0003,1.391567587852478,0.9965935349464417
0.8051907420158386,0.1,52,5,0.20189599692821503,0.0003,1.3910256624221802,0.9965535998344421
0.8072677254676819,0.1,53,5,0.20292645692825317,0.0003,1.390331745147705,0.9965202212333679
0.8089597821235657,0.1,54,5,0.20368589460849762,0.0003,1.3893184661865234,0.996487557888031
0.8102537989616394,0.1,55,5,0.20452970266342163,0.0003,1.3882932662963867,0.9964563846588135
0.8115137219429016,0.1,56,5,0.20569118857383728,0.0003,1.3873850107192993,0.9964193105697632
0.8126431107521057,0.1,57,5,0.20757491886615753,0.0003,1.387061595916748,0.9963788390159607
0.8110212683677673,0.1,58,5,0.2087148129940033,0.0003,1.3861939907073975,0.9963386654853821
0.8084073662757874,0.1,59,5,0.20919030904769897,0.0003,1.3851464986801147,0.9962970614433289
0.806059718132019,0.1,60,5,0.21005094051361084,0.0003,1.3841902017593384,0.9962546229362488
0.8041634559631348,0.1,61,5,0.21141508221626282,0.0003,1.3835939168930054,0.9962080121040344
0.8022233843803406,0.1,62,5,0.2123727798461914,0.0003,1.382799506187439,0.9961501955986023
0.8007737994194031,0.1,63,5,0.21295154094696045,0.0003,1.3809478282928467,0.9960939288139343
0.7993329167366028,0.1,64,5,0.21255818009376526,0.0003,1.3777786493301392,0.996040940284729
0.797601044178009,0.1,65,5,0.21499985456466675,0.0003,1.3743157386779785,0.9959936738014221
0.7961404323577881,0.1,66,5,0.2178797572851181,0.0003,1.3706815242767334,0.99595046043396
0.7948640584945679,0.1,67,5,0.22002746164798737,0.0003,1.367145299911499,0.9959150552749634
0.7930127382278442,0.1,68,5,0.2225574553012848,0.0003,1.363090991973877,0.9958831071853638
0.7911607027053833,0.1,69,5,0.22517600655555725,0.0003,1.358778715133667,0.9958553910255432
0.7888286113739014,0.1,70,5,0.22750866413116455,0.0003,1.3553111553192139,0.9958295226097107
0.7860459089279175,0.1,71,5,0.22899380326271057,0.0003,1.3524861335754395,0.9957999587059021
0.783313512802124,0.1,72,5,0.2303106039762497,0.0003,1.349503517150879,0.9957680702209473
0.7813278436660767,0.1,73,5,0.23228034377098083,0.0003,1.3458020687103271,0.9957308173179626
0.7802222967147827,0.1,74,5,0.23520247638225555,0.0003,1.340551733970642,0.9956850409507751
0.7788873314857483,0.1,75,5,0.23835468292236328,0.0003,1.335520625114441,0.9956184029579163
0.7772411108016968,0.1,76,5,0.2407502681016922,0.0003,1.330726981163025,0.9955469369888306
0.7757700681686401,0.1,77,5,0.2425098717212677,0.0003,1.3263887166976929,0.9954884052276611
0.7751567959785461,0.1,78,5,0.24473214149475098,0.0003,1.321007251739502,0.9954412579536438
0.7750933766365051,0.1,79,5,0.24768586456775665,0.0003,1.3146119117736816,0.9954075813293457
0.7749581336975098,0.1,80,5,0.24960654973983765,0.0003,1.3081870079040527,0.9953792691230774
0.7722476124763489,0.1,81,5,0.25081565976142883,0.0003,1.3028998374938965,0.9953387975692749
0.769905149936676,0.1,82,5,0.2522689700126648,0.0003,1.2986429929733276,0.9952945709228516
0.768393874168396,0.1,83,5,0.25440531969070435,0.0003,1.294001817703247,0.9952546954154968
0.7669240236282349,0.1,84,5,0.2570871412754059,0.0003,1.2885968685150146,0.9952187538146973
0.7646950483322144,0.1,85,5,0.25917327404022217,0.0003,1.2843557596206665,0.9951705932617188
0.762397825717926,0.1,86,5,0.2604886591434479,0.0003,1.2862299680709839,0.9951223731040955
0.760218620300293,0.1,87,5,0.26195934414863586,0.0003,1.288501262664795,0.9950716495513916
0.7591498494148254,0.1,88,5,0.26477307081222534,0.0003,1.2909363508224487,0.9950219392776489
0.7580621242523193,0.1,89,5,0.26721781492233276,0.0003,1.293416142463684,0.9949597120285034
0.7562183141708374,0.1,90,5,0.268957257270813,0.0003,1.2959493398666382,0.99489426612854
0.7546406388282776,0.1,91,5,0.27051272988319397,0.0003,1.297487735748291,0.9948444366455078
0.7531720399856567,0.1,92,5,0.27162042260169983,0.0003,1.2981699705123901,0.9948047995567322
0.751166045665741,0.1,93,5,0.271841436624527,0.0003,1.2985625267028809,0.9947654604911804
0.7494226694107056,0.1,94,5,0.2723821997642517,0.0003,1.2981003522872925,0.9947474598884583
0.7488541603088379,0.1,95,5,0.2735857367515564,0.0003,1.297061562538147,0.9947383999824524
0.7475814819335938,0.1,96,5,0.2746593952178955,0.0003,1.2971217632293701,0.9947161674499512
0.7449994087219238,0.1,97,5,0.2754226624965668,0.0003,1.297879695892334,0.9946624040603638
0.7423127293586731,0.1,98,5,0.27635657787323,0.0003,1.2986626625061035,0.9946041703224182
0.7399959564208984,0.1,99,5,0.27745145559310913,0.0003,1.3026251792907715,0.9945530891418457
