ratios_min,ratios_max,approx_TV,learning_rate,num_epochs,num_agents,clip_range,ratios_mean
0.19330927729606628,3.243861198425293,1.4051259756088257,0.0005,83,5,0.5,0.973223090171814
0.1891908347606659,3.1993443965911865,1.425229787826538,0.0005,84,5,0.5,0.9728498458862305
0.1853422075510025,3.1562323570251465,1.4466251134872437,0.0005,85,5,0.5,0.9724593162536621
0.18168102204799652,3.10490083694458,1.4683071374893188,0.0005,86,5,0.5,0.9720594882965088
0.1788666546344757,3.0937063694000244,1.4891244173049927,0.0005,87,5,0.5,0.9716412425041199
0.1764284372329712,3.1259515285491943,1.5098366737365723,0.0005,88,5,0.5,0.9712018966674805
0.17408324778079987,3.1555097103118896,1.5303292274475098,0.0005,89,5,0.5,0.9707569479942322
0.17140182852745056,3.188814163208008,1.5517024993896484,0.0005,90,5,0.5,0.9702661037445068
0.1673383265733719,3.2303996086120605,1.5745620727539062,0.0005,91,5,0.5,0.9696968197822571
0.16176360845565796,3.2796132564544678,1.5986418724060059,0.0005,92,5,0.5,0.9690864086151123
0.15464255213737488,3.3331382274627686,1.6230942010879517,0.0005,93,5,0.5,0.9684562087059021
0.14720499515533447,3.3850057125091553,1.6470484733581543,0.0005,94,5,0.5,0.9678004384040833
0.14005795121192932,3.430718183517456,1.6699568033218384,0.0005,95,5,0.5,0.9671290516853333
0.13456010818481445,3.4696710109710693,1.692080020904541,0.0005,96,5,0.5,0.9663946628570557
0.13028942048549652,3.502986192703247,1.7136962413787842,0.0005,97,5,0.5,0.9655961990356445
0.12683571875095367,3.5297317504882812,1.7343021631240845,0.0005,98,5,0.5,0.9647688865661621
0.12359988689422607,3.5566318035125732,1.7534270286560059,0.0005,99,5,0.5,0.9639701247215271
