clip_range,ratios_min,learning_rate,approx_TV,ratios_mean,ratios_max,num_agents,num_epochs
0.5,0.2726234793663025,0.0004,0.9509975910186768,0.9824256896972656,3.329280138015747,5,72
0.5,0.2722150385379791,0.0004,0.9641127586364746,0.9822619557380676,3.32430362701416,5,73
0.5,0.2718595564365387,0.0004,0.9767159819602966,0.9820823073387146,3.3190219402313232,5,74
0.5,0.271450400352478,0.0004,0.989322304725647,0.9818876385688782,3.330620527267456,5,75
0.5,0.2709731459617615,0.0004,1.0030262470245361,0.9816786646842957,3.3415780067443848,5,76
0.5,0.27040642499923706,0.0004,1.0170183181762695,0.981451690196991,3.3518166542053223,5,77
0.5,0.2694776654243469,0.0004,1.0313434600830078,0.9811873435974121,3.3653528690338135,5,78
0.5,0.2683481276035309,0.0004,1.046311855316162,0.9808927774429321,3.3809056282043457,5,79
0.5,0.26718512177467346,0.0004,1.0639784336090088,0.9805541038513184,3.3955540657043457,5,80
0.5,0.2662732005119324,0.0004,1.0823397636413574,0.9801846146583557,3.405529022216797,5,81
0.5,0.2656994163990021,0.0004,1.10103440284729,0.9797987937927246,3.408094644546509,5,82
0.5,0.2650395929813385,0.0004,1.1195602416992188,0.9794025421142578,3.4086709022521973,5,83
0.5,0.2641793191432953,0.0004,1.138027310371399,0.9789890050888062,3.4105844497680664,5,84
0.5,0.2630171477794647,0.0004,1.1556627750396729,0.9785576462745667,3.4160945415496826,5,85
0.5,0.2615131437778473,0.0004,1.1734087467193604,0.9781091809272766,3.422585964202881,5,86
0.5,0.2598485052585602,0.0004,1.190492868423462,0.9776843190193176,3.4255921840667725,5,87
0.5,0.25595754384994507,0.0004,1.2065489292144775,0.9772915244102478,3.4232163429260254,5,88
0.5,0.24861346185207367,0.0004,1.2236332893371582,0.9769206047058105,3.417828321456909,5,89
0.5,0.24177968502044678,0.0004,1.240968108177185,0.9765626788139343,3.4071643352508545,5,90
0.5,0.23552463948726654,0.0004,1.2590131759643555,0.9761962890625,3.3894975185394287,5,91
0.5,0.2300250381231308,0.0004,1.2782644033432007,0.9758090376853943,3.36606502532959,5,92
0.5,0.22511272132396698,0.0004,1.2982261180877686,0.9754128456115723,3.3381099700927734,5,93
0.5,0.22021561861038208,0.0004,1.3182613849639893,0.9750270247459412,3.3124327659606934,5,94
0.5,0.21509987115859985,0.0004,1.337369441986084,0.9746673107147217,3.28958797454834,5,95
0.5,0.20979392528533936,0.0004,1.3562463521957397,0.9743261933326721,3.269375801086426,5,96
0.5,0.20451506972312927,0.0004,1.3743404150009155,0.9739716053009033,3.25014328956604,5,97
0.5,0.19972047209739685,0.0004,1.3911041021347046,0.9736329913139343,3.2247414588928223,5,98
0.5,0.19542285799980164,0.0004,1.4078246355056763,0.9732834100723267,3.1936092376708984,5,99
