learning_rate,approx_TV,ratios_mean,num_epochs,clip_range,ratios_max,ratios_min,num_agents
0.0004,0.5647855997085571,0.996780514717102,65,0.2,1.821431040763855,0.4796082675457001,5
0.0004,0.5652086734771729,0.9967041015625,66,0.2,1.8199087381362915,0.4768274426460266,5
0.0004,0.5660122632980347,0.9966253638267517,67,0.2,1.8183854818344116,0.474148154258728,5
0.0004,0.5671213865280151,0.9965429306030273,68,0.2,1.816164255142212,0.4717232286930084,5
0.0004,0.5682104229927063,0.9964572191238403,69,0.2,1.8136742115020752,0.46952202916145325,5
0.0004,0.5689409375190735,0.9963668584823608,70,0.2,1.8122889995574951,0.4677809774875641,5
0.0004,0.5693370699882507,0.9962798953056335,71,0.2,1.8098398447036743,0.46582549810409546,5
0.0004,0.5695868134498596,0.9961912035942078,72,0.2,1.8089710474014282,0.46370306611061096,5
0.0004,0.5705296993255615,0.9961073994636536,73,0.2,1.807347059249878,0.4610137939453125,5
0.0004,0.571611762046814,0.9960158467292786,74,0.2,1.808480143547058,0.4583558440208435,5
0.0004,0.5725896954536438,0.9959163665771484,75,0.2,1.8129462003707886,0.4558321237564087,5
0.0004,0.5729050636291504,0.9958102703094482,76,0.2,1.819559097290039,0.4534672200679779,5
0.0004,0.5733641386032104,0.9957076907157898,77,0.2,1.8236780166625977,0.4506547152996063,5
0.0004,0.5742184519767761,0.9956094622612,78,0.2,1.82655668258667,0.4477597177028656,5
0.0004,0.5754434466362,0.9955136179924011,79,0.2,1.8305553197860718,0.4448067545890808,5
0.0004,0.576450526714325,0.9954038858413696,80,0.2,1.8392213582992554,0.442416787147522,5
0.0004,0.5769323110580444,0.9952794313430786,81,0.2,1.850968360900879,0.44047853350639343,5
0.0004,0.5779047012329102,0.9951445460319519,82,0.2,1.8635766506195068,0.43834030628204346,5
0.0004,0.5791013836860657,0.9950150847434998,83,0.2,1.8709486722946167,0.4360911250114441,5
0.0004,0.579345703125,0.9948974251747131,84,0.2,1.8744982481002808,0.4341660439968109,5
0.0004,0.5787612199783325,0.9947844743728638,85,0.2,1.8772932291030884,0.43273869156837463,5
0.0004,0.5775442123413086,0.9946776032447815,86,0.2,1.8794946670532227,0.43180227279663086,5
0.0004,0.5757670998573303,0.9945695996284485,87,0.2,1.8835850954055786,0.4310187101364136,5
0.0004,0.5751661062240601,0.99448561668396,88,0.2,1.8825809955596924,0.4297219514846802,5
0.0004,0.5753793716430664,0.9944245219230652,89,0.2,1.874798059463501,0.4277561604976654,5
0.0004,0.5754972100257874,0.994349479675293,90,0.2,1.8712276220321655,0.4260861873626709,5
0.0004,0.5756939649581909,0.9942492842674255,91,0.2,1.8757485151290894,0.4252132177352905,5
0.0004,0.5771218538284302,0.9941487312316895,92,0.2,1.8807897567749023,0.4242151975631714,5
0.0004,0.5782532691955566,0.9940629005432129,93,0.2,1.8785232305526733,0.4226705729961395,5
0.0004,0.5785559415817261,0.9939917922019958,94,0.2,1.8698350191116333,0.42055001854896545,5
0.0004,0.5785211324691772,0.9939165711402893,95,0.2,1.8643217086791992,0.4183484613895416,5
0.0004,0.5791478157043457,0.9938502311706543,96,0.2,1.862475037574768,0.4157997667789459,5
0.0004,0.5808793306350708,0.993806779384613,97,0.2,1.8571399450302124,0.4128117561340332,5
0.0004,0.5824328660964966,0.9937509298324585,98,0.2,1.8520983457565308,0.4098282754421234,5
0.0004,0.583209216594696,0.9936740398406982,99,0.2,1.8507529497146606,0.407534122467041,5
