clip_range,ratios_max,ratios_min,num_epochs,num_agents,learning_rate,ratios_mean,approx_TV
0.2,1.7927632331848145,0.6665416955947876,34,5,0.0005,0.9939913153648376,0.36927956342697144
0.2,1.8084384202957153,0.6638951897621155,35,5,0.0005,0.9939067959785461,0.37054866552352905
0.2,1.823068618774414,0.6621809005737305,36,5,0.0005,0.9938070178031921,0.37141090631484985
0.2,1.8360774517059326,0.6608731150627136,37,5,0.0005,0.9936911463737488,0.3723953366279602
0.2,1.8451036214828491,0.6504552364349365,38,5,0.0005,0.9935836791992188,0.37262871861457825
0.2,1.8499596118927002,0.6408963203430176,39,5,0.0005,0.9934980273246765,0.3724622130393982
0.2,1.8516380786895752,0.6321939826011658,40,5,0.0005,0.9934304356575012,0.3722444772720337
0.2,1.8504180908203125,0.6245590448379517,41,5,0.0005,0.993375301361084,0.3725607991218567
0.2,1.8483439683914185,0.6188202500343323,42,5,0.0005,0.9933114647865295,0.3739074468612671
0.2,1.8451383113861084,0.6146242618560791,43,5,0.0005,0.993251621723175,0.37607842683792114
0.2,1.8417304754257202,0.6114503741264343,44,5,0.0005,0.9932012557983398,0.37879863381385803
0.2,1.8380756378173828,0.6090810894966125,45,5,0.0005,0.9931564331054688,0.3826415538787842
0.2,1.8335342407226562,0.6074559688568115,46,5,0.0005,0.9931224584579468,0.3869253993034363
0.2,1.8290252685546875,0.6063964366912842,47,5,0.0005,0.9930881261825562,0.39208078384399414
0.2,1.8241695165634155,0.6066972613334656,48,5,0.0005,0.9930520057678223,0.3977431058883667
0.2,1.8188767433166504,0.6080873608589172,49,5,0.0005,0.9930041432380676,0.40237319469451904
0.2,1.8122284412384033,0.6104018092155457,50,5,0.0005,0.9929444193840027,0.40647682547569275
0.2,1.8039007186889648,0.6134037971496582,51,5,0.0005,0.9928646683692932,0.41071271896362305
0.2,1.7954944372177124,0.6158736944198608,52,5,0.0005,0.9927670359611511,0.41399824619293213
0.2,1.787635087966919,0.6180863976478577,53,5,0.0005,0.9926546812057495,0.41687220335006714
0.2,1.7813166379928589,0.6201869249343872,54,5,0.0005,0.992536187171936,0.4204810857772827
0.2,1.7761914730072021,0.6221864223480225,55,5,0.0005,0.9924156069755554,0.4246254563331604
0.2,1.7713813781738281,0.6236381530761719,56,5,0.0005,0.9922865629196167,0.42817384004592896
0.2,1.7664289474487305,0.623918354511261,57,5,0.0005,0.9921353459358215,0.42978084087371826
0.2,1.7635421752929688,0.6198071837425232,58,5,0.0005,0.9919681549072266,0.43268007040023804
0.2,1.7615231275558472,0.6152492761611938,59,5,0.0005,0.9917978048324585,0.43754106760025024
0.2,1.759874939918518,0.6111867427825928,60,5,0.0005,0.9916183948516846,0.4415765702724457
0.2,1.7566195726394653,0.6069855690002441,61,5,0.0005,0.9914320707321167,0.445248544216156
0.2,1.7510894536972046,0.6025040149688721,62,5,0.0005,0.9912436604499817,0.4482177495956421
0.2,1.7456181049346924,0.5983386039733887,63,5,0.0005,0.9910630583763123,0.45119184255599976
0.2,1.7412372827529907,0.593953013420105,64,5,0.0005,0.9908850789070129,0.45373865962028503
0.2,1.7383085489273071,0.5902187824249268,65,5,0.0005,0.990695059299469,0.4556521475315094
0.2,1.7345472574234009,0.5865874886512756,66,5,0.0005,0.990506112575531,0.45969510078430176
0.2,1.7274501323699951,0.5832909345626831,67,5,0.0005,0.990339457988739,0.46608465909957886
0.2,1.7172877788543701,0.5798349380493164,68,5,0.0005,0.9901723265647888,0.47269245982170105
0.2,1.7054567337036133,0.5767113566398621,69,5,0.0005,0.9900074601173401,0.4788939356803894
0.2,1.6937147378921509,0.5743524432182312,70,5,0.0005,0.989834725856781,0.48496735095977783
0.2,1.6985914707183838,0.572847306728363,71,5,0.0005,0.989635705947876,0.4922863841056824
0.2,1.7049695253372192,0.5707456469535828,72,5,0.0005,0.9894096851348877,0.4987083971500397
0.2,1.711094856262207,0.5678862929344177,73,5,0.0005,0.9891628623008728,0.504896879196167
0.2,1.7163881063461304,0.5649059414863586,74,5,0.0005,0.9889090061187744,0.5123187303543091
0.2,1.7208447456359863,0.5625579357147217,75,5,0.0005,0.9886622428894043,0.5185539126396179
0.2,1.7264543771743774,0.5613530278205872,76,5,0.0005,0.9884281158447266,0.5250400304794312
0.2,1.7329057455062866,0.5608090162277222,77,5,0.0005,0.9882116317749023,0.533684253692627
0.2,1.7403229475021362,0.5592076182365417,78,5,0.0005,0.9879956841468811,0.5412132740020752
0.2,1.7481874227523804,0.5570409893989563,79,5,0.0005,0.9877901673316956,0.5461264252662659
0.2,1.757290005683899,0.5548118948936462,80,5,0.0005,0.9875892400741577,0.5497561693191528
0.2,1.7639691829681396,0.5531497001647949,81,5,0.0005,0.9873988628387451,0.5550576448440552
0.2,1.7711429595947266,0.5516292452812195,82,5,0.0005,0.9872156381607056,0.5602132081985474
0.2,1.7803698778152466,0.547942578792572,83,5,0.0005,0.987028956413269,0.5645545721054077
0.2,1.7911839485168457,0.5445113182067871,84,5,0.0005,0.9868118166923523,0.5679512023925781
0.2,1.8015868663787842,0.540904700756073,85,5,0.0005,0.9865676760673523,0.5735224485397339
0.2,1.811926007270813,0.5367975831031799,86,5,0.0005,0.9862986207008362,0.578510046005249
0.2,1.819671392440796,0.5332865118980408,87,5,0.0005,0.986007034778595,0.5825982689857483
0.2,1.8231868743896484,0.5308962464332581,88,5,0.0005,0.9857326745986938,0.5866526365280151
0.2,1.8239411115646362,0.5296081900596619,89,5,0.0005,0.9854960441589355,0.5918586254119873
0.2,1.8298465013504028,0.5272546410560608,90,5,0.0005,0.9852502942085266,0.598877489566803
0.2,1.8386194705963135,0.5231285691261292,91,5,0.0005,0.9849721193313599,0.6042710542678833
0.2,1.8481098413467407,0.5181310772895813,92,5,0.0005,0.9846867918968201,0.6082122325897217
0.2,1.8506994247436523,0.5152660608291626,93,5,0.0005,0.9845058917999268,0.6126408576965332
0.2,1.848736047744751,0.5127711296081543,94,5,0.0005,0.9843525886535645,0.616860032081604
0.2,1.8483606576919556,0.5081095099449158,95,5,0.0005,0.9841736555099487,0.6207500696182251
0.2,1.8533815145492554,0.5012955665588379,96,5,0.0005,0.9839478731155396,0.6250869035720825
0.2,1.8496729135513306,0.4960644841194153,97,5,0.0005,0.9838017821311951,0.6298245191574097
0.2,1.8448872566223145,0.49200743436813354,98,5,0.0005,0.9836407899856567,0.6338300704956055
0.2,1.843311071395874,0.4861709177494049,99,5,0.0005,0.9834041595458984,0.6375643014907837
