num_agents,ratios_mean,approx_TV,num_epochs,ratios_max,ratios_min,learning_rate,clip_range
5,0.9994223713874817,0.5841317176818848,61,1.4212555885314941,0.6121017932891846,0.0001,0.4
5,0.9994160532951355,0.5972915291786194,62,1.4306252002716064,0.6061602830886841,0.0001,0.4
5,0.9994064569473267,0.6100199222564697,63,1.4392454624176025,0.6001824140548706,0.0001,0.4
5,0.9993933439254761,0.6222402453422546,64,1.4470499753952026,0.5941683053970337,0.0001,0.4
5,0.9993758201599121,0.6338143348693848,65,1.4538503885269165,0.5882928371429443,0.0001,0.4
5,0.9993537068367004,0.6446744203567505,66,1.4595584869384766,0.5826976895332336,0.0001,0.4
5,0.9993281960487366,0.654901385307312,67,1.4643163681030273,0.5775373578071594,0.0001,0.4
5,0.9992991089820862,0.6645454168319702,68,1.4714362621307373,0.5727485418319702,0.0001,0.4
5,0.9992656111717224,0.6736347079277039,69,1.4812265634536743,0.5682750344276428,0.0001,0.4
5,0.9992270469665527,0.6821916699409485,70,1.491011619567871,0.5640677809715271,0.0001,0.4
5,0.9991844296455383,0.6903034448623657,71,1.500775694847107,0.5601569414138794,0.0001,0.4
5,0.9991374611854553,0.697904109954834,72,1.5105077028274536,0.5565688610076904,0.0001,0.4
5,0.9990861415863037,0.7050559520721436,73,1.5202207565307617,0.55325847864151,0.0001,0.4
5,0.9990306496620178,0.7118140459060669,74,1.5299283266067505,0.550179123878479,0.0001,0.4
5,0.9989699125289917,0.7181744575500488,75,1.5396236181259155,0.5472805500030518,0.0001,0.4
5,0.9989038705825806,0.724168062210083,76,1.5493167638778687,0.544539749622345,0.0001,0.4
5,0.9988308548927307,0.7297309041023254,77,1.5590146780014038,0.5419146418571472,0.0001,0.4
5,0.9987520575523376,0.7349455952644348,78,1.5683441162109375,0.5394957065582275,0.0001,0.4
5,0.998668372631073,0.7398726940155029,79,1.5769691467285156,0.5373613834381104,0.0001,0.4
5,0.9985809326171875,0.7446197867393494,80,1.5849729776382446,0.5354569554328918,0.0001,0.4
5,0.9984917640686035,0.7493646144866943,81,1.5960925817489624,0.532630980014801,0.0001,0.4
5,0.9984011054039001,0.7539172172546387,82,1.6081026792526245,0.5298588275909424,0.0001,0.4
5,0.9983088970184326,0.7582963705062866,83,1.6203423738479614,0.5274029970169067,0.0001,0.4
5,0.998216450214386,0.7626513242721558,84,1.6327968835830688,0.5251984596252441,0.0001,0.4
5,0.9981244802474976,0.766998291015625,85,1.6454799175262451,0.5232571959495544,0.0001,0.4
5,0.9980343580245972,0.7713819742202759,86,1.6582911014556885,0.5215998291969299,0.0001,0.4
5,0.9979459643363953,0.7755693197250366,87,1.6712696552276611,0.5201915502548218,0.0001,0.4
5,0.9978606104850769,0.7796745300292969,88,1.6844501495361328,0.5190264582633972,0.0001,0.4
5,0.9977782368659973,0.7835893630981445,89,1.6977849006652832,0.5180774927139282,0.0001,0.4
5,0.9976992011070251,0.7873685956001282,90,1.7111927270889282,0.5170949697494507,0.0001,0.4
5,0.9976229071617126,0.7910199761390686,91,1.7246965169906616,0.513898491859436,0.0001,0.4
5,0.9975492358207703,0.7945703268051147,92,1.7382333278656006,0.5108609795570374,0.0001,0.4
5,0.9974779486656189,0.7980232238769531,93,1.7517839670181274,0.5079781413078308,0.0001,0.4
5,0.997408390045166,0.8013758063316345,94,1.7654731273651123,0.505236804485321,0.0001,0.4
5,0.9973411560058594,0.8047223091125488,95,1.779283881187439,0.50263911485672,0.0001,0.4
5,0.9972756505012512,0.8081005215644836,96,1.7932435274124146,0.5001621246337891,0.0001,0.4
5,0.997210681438446,0.8111230731010437,97,1.8072915077209473,0.4978049099445343,0.0001,0.4
5,0.9971457123756409,0.8137396574020386,98,1.8213763236999512,0.49562957882881165,0.0001,0.4
5,0.9970796704292297,0.8158459663391113,99,1.8355040550231934,0.493731290102005,0.0001,0.4
