clip_range,num_agents,learning_rate,ratios_max,ratios_mean,approx_TV,ratios_min,num_epochs
0.4,5,0.0001,1.2347174882888794,0.9973992109298706,0.13672369718551636,0.8202813267707825,28
0.4,5,0.0001,1.2448108196258545,0.9972951412200928,0.14223545789718628,0.8139748573303223,29
0.4,5,0.0001,1.2550195455551147,0.9971903562545776,0.1477813422679901,0.8077062964439392,30
0.4,5,0.0001,1.2653464078903198,0.99708491563797,0.15336281061172485,0.8014644384384155,31
0.4,5,0.0001,1.275770664215088,0.9969788193702698,0.15898437798023224,0.7952374219894409,32
0.4,5,0.0001,1.2863086462020874,0.9968721270561218,0.16464388370513916,0.7890345454216003,33
0.4,5,0.0001,1.2969753742218018,0.9967647194862366,0.17033088207244873,0.7828540802001953,34
0.4,5,0.0001,1.3077718019485474,0.9966567754745483,0.17605182528495789,0.7766981720924377,35
0.4,5,0.0001,1.3186842203140259,0.9965482354164124,0.18180468678474426,0.7705704569816589,36
0.4,5,0.0001,1.3297330141067505,0.9964390993118286,0.18759728968143463,0.7644683122634888,37
0.4,5,0.0001,1.3409184217453003,0.9963294267654419,0.19346317648887634,0.7583901882171631,38
0.4,5,0.0001,1.3522405624389648,0.9962189197540283,0.1993831992149353,0.7523335218429565,39
0.4,5,0.0001,1.3636934757232666,0.9961077570915222,0.20535697042942047,0.7462953925132751,40
0.4,5,0.0001,1.375259518623352,0.995995819568634,0.21138393878936768,0.7402768731117249,41
0.4,5,0.0001,1.3869874477386475,0.9958832263946533,0.21745967864990234,0.7342786192893982,42
0.4,5,0.0001,1.3988983631134033,0.9957697987556458,0.2235710322856903,0.7283014059066772,43
0.4,5,0.0001,1.4109572172164917,0.9956555962562561,0.22973227500915527,0.7223466038703918,44
0.4,5,0.0001,1.4231657981872559,0.9955405592918396,0.2359563261270523,0.7164164185523987,45
0.4,5,0.0001,1.4355249404907227,0.9954248070716858,0.24223381280899048,0.7105112671852112,46
0.4,5,0.0001,1.4480355978012085,0.9953081011772156,0.24856609106063843,0.7046355605125427,47
0.4,5,0.0001,1.4607059955596924,0.9951907396316528,0.25494909286499023,0.6988130807876587,48
0.4,5,0.0001,1.473534107208252,0.9950724244117737,0.2613898515701294,0.69301837682724,49
0.4,5,0.0001,1.486521601676941,0.9949530959129333,0.26789113879203796,0.6872425675392151,50
0.4,5,0.0001,1.49959397315979,0.9948327541351318,0.2744501233100891,0.6814606189727783,51
0.4,5,0.0001,1.5127606391906738,0.994711697101593,0.2810673713684082,0.6757073402404785,52
0.4,5,0.0001,1.525975227355957,0.9945896863937378,0.28774842619895935,0.6699845790863037,53
0.4,5,0.0001,1.5392519235610962,0.9944669008255005,0.29449111223220825,0.6642897129058838,54
0.4,5,0.0001,1.5526000261306763,0.9943432807922363,0.3012956380844116,0.6586206555366516,55
0.4,5,0.0001,1.5660258531570435,0.9942187070846558,0.30816227197647095,0.652976930141449,56
0.4,5,0.0001,1.5795413255691528,0.9940933585166931,0.31509673595428467,0.6473602652549744,57
0.4,5,0.0001,1.5931334495544434,0.9939671158790588,0.32209983468055725,0.6417768597602844,58
0.4,5,0.0001,1.6068097352981567,0.9938401579856873,0.3291759490966797,0.6362266540527344,59
0.4,5,0.0001,1.6205791234970093,0.993712306022644,0.3363252580165863,0.6295931935310364,60
0.4,5,0.0001,1.6344009637832642,0.993583619594574,0.3435453176498413,0.6225212216377258,61
0.4,5,0.0001,1.6482950448989868,0.993453860282898,0.35082828998565674,0.6154537200927734,62
0.4,5,0.0001,1.662262201309204,0.9933231472969055,0.3581790030002594,0.6083925366401672,63
0.4,5,0.0001,1.6763099431991577,0.9931913018226624,0.36559969186782837,0.6013375520706177,64
0.4,5,0.0001,1.6904420852661133,0.9930587410926819,0.3730924725532532,0.5942864418029785,65
0.4,5,0.0001,1.7046105861663818,0.992925763130188,0.3806458115577698,0.5874029994010925,66
0.4,5,0.0001,1.7187576293945312,0.9927933812141418,0.38824453949928284,0.5808085799217224,67
0.4,5,0.0001,1.7328654527664185,0.9926618337631226,0.39589160680770874,0.5744534134864807,68
0.4,5,0.0001,1.7469420433044434,0.9925311207771301,0.4035950303077698,0.5683223009109497,69
0.4,5,0.0001,1.761003851890564,0.9924011826515198,0.41135573387145996,0.5623717308044434,70
0.4,5,0.0001,1.7750109434127808,0.9922724962234497,0.419172078371048,0.5566931366920471,71
0.4,5,0.0001,1.78898024559021,0.9921448230743408,0.4271732568740845,0.5512472987174988,72
0.4,5,0.0001,1.8029321432113647,0.9920176267623901,0.43526750802993774,0.5459989309310913,73
0.4,5,0.0001,1.8168643712997437,0.9918907880783081,0.44343510270118713,0.5409160256385803,74
0.4,5,0.0001,1.8306703567504883,0.9917649030685425,0.45167532563209534,0.5360097885131836,75
0.4,5,0.0001,1.8443224430084229,0.9916396141052246,0.4599747359752655,0.5312641859054565,76
0.4,5,0.0001,1.8578078746795654,0.9915148019790649,0.4683404266834259,0.5266457200050354,77
0.4,5,0.0001,1.8710185289382935,0.9913911819458008,0.4767639636993408,0.5221078395843506,78
0.4,5,0.0001,1.8838917016983032,0.9912686944007874,0.485243558883667,0.5176857113838196,79
0.4,5,0.0001,1.8964152336120605,0.9911472797393799,0.4937880039215088,0.5133587121963501,80
0.4,5,0.0001,1.9086343050003052,0.9910269379615784,0.5023853778839111,0.5090999603271484,81
0.4,5,0.0001,1.9205914735794067,0.9909070730209351,0.511050283908844,0.5048946738243103,82
0.4,5,0.0001,1.9322705268859863,0.990787923336029,0.5197769403457642,0.5007340312004089,83
0.4,5,0.0001,1.9434902667999268,0.9906654953956604,0.5286010503768921,0.49657154083251953,84
0.4,5,0.0001,1.9571956396102905,0.9905403256416321,0.5375219583511353,0.4923950433731079,85
0.4,5,0.0001,1.9727383852005005,0.9904130101203918,0.5465177893638611,0.48832541704177856,86
0.4,5,0.0001,1.9877383708953857,0.9902816414833069,0.5555672645568848,0.4843210279941559,87
0.4,5,0.0001,2.0022339820861816,0.9901466965675354,0.5646657943725586,0.480421781539917,88
0.4,5,0.0001,2.0162951946258545,0.9900087714195251,0.5738862156867981,0.4766104519367218,89
0.4,5,0.0001,2.0298290252685547,0.9898689985275269,0.5832481384277344,0.4729798138141632,90
0.4,5,0.0001,2.0428194999694824,0.9897279143333435,0.5926514267921448,0.46957114338874817,91
0.4,5,0.0001,2.0553250312805176,0.9895853400230408,0.6021003127098083,0.46634912490844727,92
0.4,5,0.0001,2.0673842430114746,0.989441990852356,0.611606240272522,0.46329155564308167,93
0.4,5,0.0001,2.0790903568267822,0.9892978668212891,0.6211792230606079,0.460376501083374,94
0.4,5,0.0001,2.0904645919799805,0.9891523122787476,0.6308282613754272,0.4575868248939514,95
0.4,5,0.0001,2.101530075073242,0.989005982875824,0.6405513882637024,0.45489582419395447,96
0.4,5,0.0001,2.1123015880584717,0.9888594150543213,0.6502913236618042,0.4522807002067566,97
0.4,5,0.0001,2.1228160858154297,0.9887123703956604,0.6600263118743896,0.44972509145736694,98
0.4,5,0.0001,2.133120059967041,0.9885649681091309,0.6697784662246704,0.4472191333770752,99
