ratios_max,clip_range,num_epochs,num_agents,approx_TV,ratios_min,learning_rate,ratios_mean
1.296116590499878,0.1,25,5,0.21978320181369781,0.8332207202911377,0.0002,0.9964082837104797
1.2994400262832642,0.1,26,5,0.2268218696117401,0.8355475664138794,0.0002,0.9963086843490601
1.3019826412200928,0.1,27,5,0.23280328512191772,0.837735116481781,0.0002,0.9962208271026611
1.3035167455673218,0.1,28,5,0.23771098256111145,0.8394445180892944,0.0002,0.9961424469947815
1.3041372299194336,0.1,29,5,0.24147406220436096,0.8399270176887512,0.0002,0.996074378490448
1.3036274909973145,0.1,30,5,0.24411389231681824,0.8378319144248962,0.0002,0.9960171580314636
1.3021005392074585,0.1,31,5,0.24598157405853271,0.8362892270088196,0.0002,0.9959670901298523
1.2999317646026611,0.1,32,5,0.2472979575395584,0.8352644443511963,0.0002,0.9959213137626648
1.297371745109558,0.1,33,5,0.24852900207042694,0.8335292339324951,0.0002,0.9958745241165161
1.2947717905044556,0.1,34,5,0.2502710819244385,0.832082986831665,0.0002,0.9958212375640869
1.2922592163085938,0.1,35,5,0.25254005193710327,0.8309317231178284,0.0002,0.9957637190818787
1.2898132801055908,0.1,36,5,0.2552657425403595,0.8299564719200134,0.0002,0.9957022070884705
1.2872421741485596,0.1,37,5,0.25901323556900024,0.8290929198265076,0.0002,0.9956384301185608
1.2845553159713745,0.1,38,5,0.2639419138431549,0.8283352255821228,0.0002,0.9955731630325317
1.2815202474594116,0.1,39,5,0.2689725160598755,0.8276419043540955,0.0002,0.9955094456672668
1.277996301651001,0.1,40,5,0.2742551267147064,0.8269937634468079,0.0002,0.9954474568367004
1.2739734649658203,0.1,41,5,0.27965474128723145,0.8263546228408813,0.0002,0.9953861832618713
1.2748401165008545,0.1,42,5,0.28487005829811096,0.8257167339324951,0.0002,0.9953259825706482
1.2826627492904663,0.1,43,5,0.2898879647254944,0.8249475359916687,0.0002,0.9952640533447266
1.2899284362792969,0.1,44,5,0.2947468161582947,0.8240031599998474,0.0002,0.9951996207237244
1.2966967821121216,0.1,45,5,0.2994718551635742,0.8229798674583435,0.0002,0.9951325058937073
1.3032132387161255,0.1,46,5,0.30405616760253906,0.8218486905097961,0.0002,0.9950645565986633
1.309156060218811,0.1,47,5,0.30844712257385254,0.8206480741500854,0.0002,0.9949991703033447
1.3142677545547485,0.1,48,5,0.3128247559070587,0.8193371891975403,0.0002,0.9949320554733276
1.3186569213867188,0.1,49,5,0.31712305545806885,0.8179808855056763,0.0002,0.9948657155036926
1.3224536180496216,0.1,50,5,0.32120710611343384,0.8166291117668152,0.0002,0.9948033094406128
1.3255085945129395,0.1,51,5,0.3249245285987854,0.8153073787689209,0.0002,0.9947472214698792
1.327765703201294,0.1,52,5,0.32835108041763306,0.814048171043396,0.0002,0.994694173336029
1.3293921947479248,0.1,53,5,0.33155685663223267,0.8128554821014404,0.0002,0.9946438670158386
1.3303712606430054,0.1,54,5,0.3346848487854004,0.8116188049316406,0.0002,0.9945918321609497
1.3305824995040894,0.1,55,5,0.33780986070632935,0.8104095458984375,0.0002,0.9945365786552429
1.3303933143615723,0.1,56,5,0.34099483489990234,0.8092751502990723,0.0002,0.9944776296615601
1.329831838607788,0.1,57,5,0.3442723751068115,0.8082917332649231,0.0002,0.994415819644928
1.3289941549301147,0.1,58,5,0.34749042987823486,0.8075212240219116,0.0002,0.9943544268608093
1.3278672695159912,0.1,59,5,0.3506537675857544,0.8068574666976929,0.0002,0.9942973256111145
1.3265916109085083,0.1,60,5,0.35373902320861816,0.8062874674797058,0.0002,0.9942460060119629
1.3252029418945312,0.1,61,5,0.3567226529121399,0.8058710694313049,0.0002,0.9941955208778381
1.3235715627670288,0.1,62,5,0.3596516251564026,0.80564284324646,0.0002,0.9941437244415283
1.3217029571533203,0.1,63,5,0.3625231385231018,0.8055838346481323,0.0002,0.9940913319587708
1.3196064233779907,0.1,64,5,0.3652852773666382,0.8054905533790588,0.0002,0.9940413236618042
1.3173537254333496,0.1,65,5,0.3679511547088623,0.8054018020629883,0.0002,0.9939904808998108
1.3149100542068481,0.1,66,5,0.3704650104045868,0.8038921356201172,0.0002,0.9939407110214233
1.3122557401657104,0.1,67,5,0.37280699610710144,0.801875114440918,0.0002,0.9938880801200867
1.3094888925552368,0.1,68,5,0.374927818775177,0.7999491691589355,0.0002,0.9938411712646484
1.3070088624954224,0.1,69,5,0.37690848112106323,0.7978617548942566,0.0002,0.993796169757843
1.3048113584518433,0.1,70,5,0.37879478931427,0.795657217502594,0.0002,0.9937511086463928
1.3030357360839844,0.1,71,5,0.3805767893791199,0.7936484813690186,0.0002,0.9937092661857605
1.3016966581344604,0.1,72,5,0.3823789060115814,0.7917760014533997,0.0002,0.9936686158180237
1.3006335496902466,0.1,73,5,0.3841172456741333,0.7902593016624451,0.0002,0.9936287999153137
1.2998636960983276,0.1,74,5,0.38579389452934265,0.7888597249984741,0.0002,0.993590235710144
1.299231767654419,0.1,75,5,0.38722097873687744,0.7876271605491638,0.0002,0.9935553669929504
1.298464059829712,0.1,76,5,0.38854581117630005,0.786806046962738,0.0002,0.9935187697410583
1.2976460456848145,0.1,77,5,0.3897418677806854,0.7858507037162781,0.0002,0.993480384349823
1.2968072891235352,0.1,78,5,0.39087459444999695,0.7845313549041748,0.0002,0.9934399724006653
1.296077013015747,0.1,79,5,0.3919258415699005,0.7821617722511292,0.0002,0.9933999180793762
1.2954318523406982,0.1,80,5,0.39291298389434814,0.779086172580719,0.0002,0.9933599233627319
1.2946763038635254,0.1,81,5,0.3938473165035248,0.7762455344200134,0.0002,0.9933223128318787
1.2939163446426392,0.1,82,5,0.3948991000652313,0.7742447257041931,0.0002,0.993285059928894
1.2930816411972046,0.1,83,5,0.3957241177558899,0.7727017402648926,0.0002,0.9932574033737183
1.2921438217163086,0.1,84,5,0.3961524963378906,0.77108234167099,0.0002,0.993236243724823
1.2914131879806519,0.1,85,5,0.39635807275772095,0.7691524624824524,0.0002,0.9932175874710083
1.290919303894043,0.1,86,5,0.3966159522533417,0.7671720385551453,0.0002,0.9931955933570862
1.2903122901916504,0.1,87,5,0.39688366651535034,0.7650925517082214,0.0002,0.9931711554527283
1.2899322509765625,0.1,88,5,0.3974212408065796,0.7631289958953857,0.0002,0.9931474924087524
1.2894072532653809,0.1,89,5,0.3982228636741638,0.761693000793457,0.0002,0.9931331872940063
1.2888554334640503,0.1,90,5,0.3991440534591675,0.76036536693573,0.0002,0.9931201934814453
1.288370966911316,0.1,91,5,0.4001857042312622,0.7591001987457275,0.0002,0.993107259273529
1.2877328395843506,0.1,92,5,0.40121811628341675,0.75819993019104,0.0002,0.9930932521820068
1.2869194746017456,0.1,93,5,0.4021419286727905,0.7572588920593262,0.0002,0.9930784106254578
1.2862226963043213,0.1,94,5,0.4029022455215454,0.7560601234436035,0.0002,0.9930671453475952
1.2858479022979736,0.1,95,5,0.4033963084220886,0.7546547651290894,0.0002,0.9930596947669983
1.285313606262207,0.1,96,5,0.40407854318618774,0.7534940242767334,0.0002,0.9930481314659119
1.2848204374313354,0.1,97,5,0.40523016452789307,0.7525068521499634,0.0002,0.9930256605148315
1.2844301462173462,0.1,98,5,0.4063662886619568,0.7512450218200684,0.0002,0.993002712726593
1.2842258214950562,0.1,99,5,0.4073229134082794,0.749886155128479,0.0002,0.9929805397987366
