num_epochs,ratios_max,ratios_mean,learning_rate,num_agents,approx_TV,clip_range,ratios_min
42,1.359277606010437,0.9972214102745056,0.0002,5,0.18265536427497864,0.1,0.8314701914787292
43,1.3631136417388916,0.9971919655799866,0.0002,5,0.18456634879112244,0.1,0.8303261399269104
44,1.366579532623291,0.9971595406532288,0.0002,5,0.1861165463924408,0.1,0.8294015526771545
45,1.3695597648620605,0.9971238374710083,0.0002,5,0.18690311908721924,0.1,0.8284106850624084
46,1.3719779253005981,0.9970878958702087,0.0002,5,0.18679067492485046,0.1,0.8273401260375977
47,1.3738607168197632,0.9970549941062927,0.0002,5,0.18657347559928894,0.1,0.8262460827827454
48,1.3752129077911377,0.997032105922699,0.0002,5,0.18608224391937256,0.1,0.8256576061248779
49,1.375787377357483,0.9970201849937439,0.0002,5,0.18538638949394226,0.1,0.8254850506782532
50,1.3760898113250732,0.9970139861106873,0.0002,5,0.18495303392410278,0.1,0.8222071528434753
51,1.3762555122375488,0.9970118999481201,0.0002,5,0.1846562623977661,0.1,0.8183577060699463
52,1.3763266801834106,0.9970138072967529,0.0002,5,0.1843670904636383,0.1,0.8150098919868469
53,1.3763796091079712,0.9970153570175171,0.0002,5,0.18393155932426453,0.1,0.8121141791343689
54,1.3766783475875854,0.9970114827156067,0.0002,5,0.18346254527568817,0.1,0.8097954988479614
55,1.3772284984588623,0.9970043897628784,0.0002,5,0.18304437398910522,0.1,0.8080042600631714
56,1.3779464960098267,0.9969916939735413,0.0002,5,0.1827969253063202,0.1,0.8067901730537415
57,1.378685474395752,0.9969748854637146,0.0002,5,0.18322071433067322,0.1,0.806262731552124
58,1.3793891668319702,0.9969585537910461,0.0002,5,0.18416213989257812,0.1,0.8063361048698425
59,1.3800660371780396,0.9969467520713806,0.0002,5,0.18549451231956482,0.1,0.8067349195480347
60,1.3806788921356201,0.9969333410263062,0.0002,5,0.1868390142917633,0.1,0.8073670268058777
61,1.381093978881836,0.9969180226325989,0.0002,5,0.18810850381851196,0.1,0.8081944584846497
62,1.3812800645828247,0.9969028234481812,0.0002,5,0.1891980767250061,0.1,0.8090591430664062
63,1.3814513683319092,0.9968878030776978,0.0002,5,0.18990536034107208,0.1,0.8097889423370361
64,1.3815679550170898,0.9968721270561218,0.0002,5,0.19030573964118958,0.1,0.8104056715965271
65,1.3819665908813477,0.9968537092208862,0.0002,5,0.19090107083320618,0.1,0.8112651705741882
66,1.3825231790542603,0.9968295693397522,0.0002,5,0.19156959652900696,0.1,0.8123589158058167
67,1.3829108476638794,0.996802568435669,0.0002,5,0.19258832931518555,0.1,0.8136816620826721
68,1.383608102798462,0.9967734217643738,0.0002,5,0.19418275356292725,0.1,0.8153579831123352
69,1.3843247890472412,0.9967435002326965,0.0002,5,0.19586162269115448,0.1,0.8172523975372314
70,1.3846379518508911,0.9967052936553955,0.0002,5,0.19687491655349731,0.1,0.8189259171485901
71,1.3844623565673828,0.9966694712638855,0.0002,5,0.19753316044807434,0.1,0.8200206160545349
72,1.3843936920166016,0.9966358542442322,0.0002,5,0.1983889639377594,0.1,0.8207641243934631
73,1.384441614151001,0.9966049194335938,0.0002,5,0.19956985116004944,0.1,0.821291446685791
74,1.3844865560531616,0.9965764284133911,0.0002,5,0.20055052638053894,0.1,0.8211711645126343
75,1.384487509727478,0.9965463876724243,0.0002,5,0.20133742690086365,0.1,0.8207349181175232
76,1.3845736980438232,0.9965177774429321,0.0002,5,0.20207692682743073,0.1,0.8198360800743103
77,1.3840097188949585,0.9964969754219055,0.0002,5,0.20271022617816925,0.1,0.8186028003692627
78,1.3830430507659912,0.9964771866798401,0.0002,5,0.20343171060085297,0.1,0.8173245191574097
79,1.381858468055725,0.9964541792869568,0.0002,5,0.20427832007408142,0.1,0.816184401512146
80,1.3807237148284912,0.99642014503479,0.0002,5,0.2049800455570221,0.1,0.8154281377792358
81,1.379982829093933,0.9963797926902771,0.0002,5,0.2056785523891449,0.1,0.8149847984313965
82,1.3790408372879028,0.9963455200195312,0.0002,5,0.20630142092704773,0.1,0.814310610294342
83,1.3776355981826782,0.9963181614875793,0.0002,5,0.2070487141609192,0.1,0.8130058646202087
84,1.3760727643966675,0.9962944388389587,0.0002,5,0.20785701274871826,0.1,0.8119060397148132
85,1.3745040893554688,0.9962680339813232,0.0002,5,0.20796503126621246,0.1,0.810259997844696
86,1.372651219367981,0.9962455630302429,0.0002,5,0.207948699593544,0.1,0.8086398839950562
87,1.3712104558944702,0.9962234497070312,0.0002,5,0.2080509066581726,0.1,0.8069958090782166
88,1.369920253753662,0.9961981177330017,0.0002,5,0.20836606621742249,0.1,0.8058205246925354
89,1.3688132762908936,0.9961656928062439,0.0002,5,0.20887982845306396,0.1,0.8046045899391174
90,1.3679242134094238,0.9961369633674622,0.0002,5,0.2099139392375946,0.1,0.8035359382629395
91,1.366247296333313,0.9961087703704834,0.0002,5,0.21058869361877441,0.1,0.8019881844520569
92,1.363789439201355,0.9960785508155823,0.0002,5,0.21213828027248383,0.1,0.8004876375198364
93,1.3603211641311646,0.996051549911499,0.0002,5,0.21399065852165222,0.1,0.7989382743835449
94,1.3566350936889648,0.9960346221923828,0.0002,5,0.21544292569160461,0.1,0.797515332698822
95,1.3535765409469604,0.9960188865661621,0.0002,5,0.2166156768798828,0.1,0.7962662577629089
96,1.3513290882110596,0.9959940910339355,0.0002,5,0.21789954602718353,0.1,0.7945794463157654
97,1.3492090702056885,0.9959540963172913,0.0002,5,0.21946386992931366,0.1,0.7927418947219849
98,1.3462392091751099,0.99591064453125,0.0002,5,0.22100447118282318,0.1,0.7913427948951721
99,1.342747688293457,0.9958798289299011,0.0002,5,0.22261250019073486,0.1,0.7902256846427917
