num_agents,learning_rate,ratios_mean,ratios_max,clip_range,ratios_min,approx_TV,num_epochs
5,0.0005,0.9983808994293213,1.2553482055664062,0.1,0.7835691571235657,0.22572030127048492,26
5,0.0005,0.9983712434768677,1.253188133239746,0.1,0.7814401388168335,0.22690072655677795,27
5,0.0005,0.9983803033828735,1.252766489982605,0.1,0.7802888751029968,0.22853124141693115,28
5,0.0005,0.9983958601951599,1.2547587156295776,0.1,0.779490053653717,0.23014619946479797,29
5,0.0005,0.9983998537063599,1.2562587261199951,0.1,0.7784969806671143,0.23318688571453094,30
5,0.0005,0.9983799457550049,1.2585256099700928,0.1,0.7770673632621765,0.2372124195098877,31
5,0.0005,0.9983259439468384,1.2617496252059937,0.1,0.7753835916519165,0.24159817397594452,32
5,0.0005,0.9982534646987915,1.265480875968933,0.1,0.7736586332321167,0.24568885564804077,33
5,0.0005,0.9981890916824341,1.2693514823913574,0.1,0.7718849182128906,0.24953974783420563,34
5,0.0005,0.9981276392936707,1.2734699249267578,0.1,0.7702668309211731,0.25267133116722107,35
5,0.0005,0.9980598092079163,1.2780990600585938,0.1,0.7688371539115906,0.25496622920036316,36
5,0.0005,0.9979798793792725,1.2831988334655762,0.1,0.7680743932723999,0.2561873197555542,37
5,0.0005,0.9979109764099121,1.287652611732483,0.1,0.7648144364356995,0.25660261511802673,38
5,0.0005,0.9978644847869873,1.2916311025619507,0.1,0.7621303200721741,0.2563507556915283,39
5,0.0005,0.9978263974189758,1.2951583862304688,0.1,0.7613309025764465,0.25496986508369446,40
5,0.0005,0.9977847337722778,1.2979120016098022,0.1,0.7613010406494141,0.2534228265285492,41
5,0.0005,0.997751772403717,1.2999457120895386,0.1,0.7626280188560486,0.25149327516555786,42
5,0.0005,0.9976939558982849,1.3025120496749878,0.1,0.7628591656684875,0.2493656575679779,43
5,0.0005,0.9976116418838501,1.3060190677642822,0.1,0.7585524320602417,0.2473217248916626,44
5,0.0005,0.9975374937057495,1.3095133304595947,0.1,0.7538648247718811,0.2447088360786438,45
5,0.0005,0.9974919557571411,1.3114895820617676,0.1,0.7503968477249146,0.24209114909172058,46
5,0.0005,0.9974420666694641,1.3121647834777832,0.1,0.7483419179916382,0.23923853039741516,47
5,0.0005,0.9973922967910767,1.3118737936019897,0.1,0.7474296689033508,0.23726235330104828,48
5,0.0005,0.9973390102386475,1.311862826347351,0.1,0.7476037740707397,0.23619814217090607,49
5,0.0005,0.9972723722457886,1.3121570348739624,0.1,0.7486011981964111,0.23681539297103882,50
5,0.0005,0.9972037076950073,1.3130216598510742,0.1,0.7501012086868286,0.2382270097732544,51
5,0.0005,0.9971205592155457,1.3149724006652832,0.1,0.751521110534668,0.23969924449920654,52
5,0.0005,0.9970483779907227,1.3165572881698608,0.1,0.7520405650138855,0.24127638339996338,53
5,0.0005,0.9970237016677856,1.3161007165908813,0.1,0.7519940733909607,0.24237650632858276,54
5,0.0005,0.9970151782035828,1.3145759105682373,0.1,0.7515882849693298,0.2430092990398407,55
5,0.0005,0.9970033168792725,1.3125801086425781,0.1,0.7505761981010437,0.24371173977851868,56
5,0.0005,0.9969961047172546,1.3100980520248413,0.1,0.7487359642982483,0.2449515163898468,57
5,0.0005,0.9970108866691589,1.3066424131393433,0.1,0.7457596659660339,0.24581344425678253,58
5,0.0005,0.9970162510871887,1.3042103052139282,0.1,0.7418105006217957,0.24513760209083557,59
5,0.0005,0.9969983100891113,1.3038506507873535,0.1,0.7387426495552063,0.24574629962444305,60
5,0.0005,0.9969779253005981,1.3048081398010254,0.1,0.7365561127662659,0.24845847487449646,61
5,0.0005,0.9969692826271057,1.3055540323257446,0.1,0.7357843518257141,0.25166091322898865,62
5,0.0005,0.9969578385353088,1.3061996698379517,0.1,0.7352123260498047,0.25597018003463745,63
5,0.0005,0.9969397187232971,1.3079437017440796,0.1,0.734819769859314,0.259335458278656,64
5,0.0005,0.9969203472137451,1.313085675239563,0.1,0.7331886291503906,0.26142218708992004,65
5,0.0005,0.9969337582588196,1.3232736587524414,0.1,0.7307469248771667,0.26267752051353455,66
5,0.0005,0.9969201683998108,1.3323678970336914,0.1,0.7274060249328613,0.26387420296669006,67
5,0.0005,0.9969056844711304,1.3416804075241089,0.1,0.7240379452705383,0.2655792832374573,68
5,0.0005,0.9969223141670227,1.3512076139450073,0.1,0.7207167148590088,0.26774147152900696,69
5,0.0005,0.9969639182090759,1.3586598634719849,0.1,0.7168620228767395,0.2693469822406769,70
5,0.0005,0.9969757795333862,1.3640787601470947,0.1,0.71220862865448,0.2707499563694,71
5,0.0005,0.9969757795333862,1.3680225610733032,0.1,0.7068386077880859,0.2712835371494293,72
5,0.0005,0.9970216155052185,1.3708072900772095,0.1,0.7014603018760681,0.2713682949542999,73
5,0.0005,0.9970804452896118,1.3717068433761597,0.1,0.6953234672546387,0.2716742753982544,74
5,0.0005,0.9970769286155701,1.3719773292541504,0.1,0.6895168423652649,0.27228689193725586,75
5,0.0005,0.9970807433128357,1.3759582042694092,0.1,0.6858401298522949,0.27302098274230957,76
5,0.0005,0.9970894455909729,1.384765863418579,0.1,0.6841685771942139,0.2728789150714874,77
5,0.0005,0.9970762729644775,1.3921457529067993,0.1,0.682549774646759,0.2729923129081726,78
5,0.0005,0.9970579743385315,1.3973102569580078,0.1,0.6804142594337463,0.27462178468704224,79
5,0.0005,0.9970717430114746,1.3990570306777954,0.1,0.6768511533737183,0.27681398391723633,80
5,0.0005,0.9970777034759521,1.3981932401657104,0.1,0.6720008254051208,0.2780948877334595,81
5,0.0005,0.9970269799232483,1.3958029747009277,0.1,0.6670701503753662,0.2788499593734741,82
5,0.0005,0.9970443844795227,1.3967657089233398,0.1,0.6637755036354065,0.2801755368709564,83
5,0.0005,0.9970272779464722,1.3987714052200317,0.1,0.6610891819000244,0.28203657269477844,84
5,0.0005,0.9970042705535889,1.4005358219146729,0.1,0.658388614654541,0.2837876081466675,85
5,0.0005,0.9970012903213501,1.400321364402771,0.1,0.6546487212181091,0.2860076427459717,86
5,0.0005,0.996982991695404,1.3990596532821655,0.1,0.6501631140708923,0.28841760754585266,87
5,0.0005,0.9969592094421387,1.4020366668701172,0.1,0.6475520730018616,0.29066330194473267,88
5,0.0005,0.996942400932312,1.4060628414154053,0.1,0.6452676653862,0.2937241196632385,89
5,0.0005,0.9969459772109985,1.40928316116333,0.1,0.642440676689148,0.29695427417755127,90
5,0.0005,0.9969139695167542,1.4130524396896362,0.1,0.6399763226509094,0.299189954996109,91
5,0.0005,0.9969097375869751,1.417388916015625,0.1,0.6378230452537537,0.3010745644569397,92
5,0.0005,0.9968826174736023,1.4215224981307983,0.1,0.635857343673706,0.30367934703826904,93
5,0.0005,0.9968065619468689,1.427729606628418,0.1,0.634729266166687,0.3072921633720398,94
5,0.0005,0.9967928528785706,1.4343279600143433,0.1,0.6337572336196899,0.3102003037929535,95
5,0.0005,0.9967523217201233,1.4390798807144165,0.1,0.6319097280502319,0.3110669255256653,96
5,0.0005,0.9966583847999573,1.4433372020721436,0.1,0.6298410892486572,0.3122575879096985,97
5,0.0005,0.9966413974761963,1.4517345428466797,0.1,0.6293449997901917,0.3153698742389679,98
5,0.0005,0.9966209530830383,1.4586645364761353,0.1,0.6276835203170776,0.3166767954826355,99
