clip_range,num_epochs,approx_TV,ratios_max,num_agents,ratios_min,learning_rate,ratios_mean
0.1,75,0.25161653757095337,1.3594825267791748,5,0.783470869064331,0.0002,0.9968369603157043
0.1,76,0.2535911202430725,1.3598679304122925,5,0.7811786532402039,0.0002,0.9968011379241943
0.1,77,0.2554953694343567,1.3599133491516113,5,0.7789153456687927,0.0002,0.9967660307884216
0.1,78,0.25700366497039795,1.359729528427124,5,0.776615560054779,0.0002,0.9967324733734131
0.1,79,0.2579948306083679,1.359344482421875,5,0.774165689945221,0.0002,0.9967014789581299
0.1,80,0.258445143699646,1.358943223953247,5,0.7715024948120117,0.0002,0.9966669678688049
0.1,81,0.25839710235595703,1.3592060804367065,5,0.7686246037483215,0.0002,0.9966296553611755
0.1,82,0.25821325182914734,1.3600670099258423,5,0.7656079530715942,0.0002,0.9965894222259521
0.1,83,0.25806039571762085,1.3607804775238037,5,0.7625960111618042,0.0002,0.996548056602478
0.1,84,0.25786593556404114,1.361364722251892,5,0.7595986723899841,0.0002,0.9965046644210815
0.1,85,0.2577928602695465,1.3619951009750366,5,0.7563962340354919,0.0002,0.9964595437049866
0.1,86,0.2580181956291199,1.3626865148544312,5,0.7531036734580994,0.0002,0.996415913105011
0.1,87,0.2584831714630127,1.3633759021759033,5,0.7496787309646606,0.0002,0.9963759183883667
0.1,88,0.25909772515296936,1.3641929626464844,5,0.7461740374565125,0.0002,0.9963409304618835
0.1,89,0.2595725655555725,1.365031123161316,5,0.7426187992095947,0.0002,0.9963115453720093
0.1,90,0.2597094178199768,1.3658548593521118,5,0.7388811111450195,0.0002,0.9962864518165588
0.1,91,0.2595847249031067,1.3665677309036255,5,0.7350124716758728,0.0002,0.9962645173072815
0.1,92,0.2593553364276886,1.367415428161621,5,0.7316713929176331,0.0002,0.996241569519043
0.1,93,0.25906556844711304,1.3684046268463135,5,0.728909432888031,0.0002,0.9962164759635925
0.1,94,0.25870540738105774,1.3694895505905151,5,0.7264950275421143,0.0002,0.9961900115013123
0.1,95,0.25851476192474365,1.3704239130020142,5,0.7242414951324463,0.0002,0.9961676597595215
0.1,96,0.2584935426712036,1.3711518049240112,5,0.7221264243125916,0.0002,0.9961462616920471
0.1,97,0.2585798501968384,1.3719137907028198,5,0.7199861407279968,0.0002,0.9961216449737549
0.1,98,0.25845789909362793,1.3724957704544067,5,0.7180575132369995,0.0002,0.9960935115814209
0.1,99,0.2580435574054718,1.372636079788208,5,0.716333270072937,0.0002,0.996062159538269
