approx_TV,num_agents,ratios_max,learning_rate,num_epochs,clip_range,ratios_min,ratios_mean
0.4164571464061737,5,1.7880738973617554,0.0002,88,0.2,0.6258155703544617,0.9898664951324463
0.41853439807891846,5,1.7907623052597046,0.0002,89,0.2,0.6238476634025574,0.989756166934967
0.42056167125701904,5,1.7929422855377197,0.0002,90,0.2,0.6216338872909546,0.9896514415740967
0.42202329635620117,5,1.7948644161224365,0.0002,91,0.2,0.6195568442344666,0.9895438551902771
0.42304402589797974,5,1.7968673706054688,0.0002,92,0.2,0.6176186203956604,0.9894428849220276
0.42382314801216125,5,1.7986687421798706,0.0002,93,0.2,0.6156010627746582,0.9893556833267212
0.42505210638046265,5,1.8001010417938232,0.0002,94,0.2,0.613426923751831,0.989280104637146
0.42658665776252747,5,1.8010915517807007,0.0002,95,0.2,0.6112707257270813,0.9892124533653259
0.42808616161346436,5,1.8022217750549316,0.0002,96,0.2,0.6091902256011963,0.9891558885574341
0.4296412765979767,5,1.803215503692627,0.0002,97,0.2,0.6071463823318481,0.9891126155853271
0.43108734488487244,5,1.8043216466903687,0.0002,98,0.2,0.6053102612495422,0.9890705347061157
0.43228569626808167,5,1.8053685426712036,0.0002,99,0.2,0.6035423874855042,0.9890273809432983
