num_epochs,ratios_max,ratios_mean,learning_rate,approx_TV,ratios_min,num_agents,clip_range
58,1.3668664693832397,0.9993484616279602,0.0001,0.5214312672615051,0.6536023020744324,5,0.3
59,1.3744823932647705,0.9993162155151367,0.0001,0.528844952583313,0.6515522599220276,5,0.3
60,1.381577968597412,0.999279797077179,0.0001,0.5357826948165894,0.6498026251792908,5,0.3
61,1.3880289793014526,0.9992401003837585,0.0001,0.5422897934913635,0.6483476758003235,5,0.3
62,1.3939294815063477,0.9991962909698486,0.0001,0.5483019948005676,0.6471391320228577,5,0.3
63,1.4007335901260376,0.9991462826728821,0.0001,0.5538036227226257,0.6461286544799805,5,0.3
64,1.409279227256775,0.9990891814231873,0.0001,0.5586856007575989,0.6446713209152222,5,0.3
65,1.4179480075836182,0.9990268349647522,0.0001,0.5631341338157654,0.642596423625946,5,0.3
66,1.4267373085021973,0.9989610910415649,0.0001,0.5673013925552368,0.6407399773597717,5,0.3
67,1.4356456995010376,0.9988920092582703,0.0001,0.5712394714355469,0.6392227411270142,5,0.3
68,1.4446702003479004,0.9988212585449219,0.0001,0.5750028491020203,0.6380041837692261,5,0.3
69,1.4538322687149048,0.998749852180481,0.0001,0.578507661819458,0.6370564103126526,5,0.3
70,1.4631580114364624,0.9986779689788818,0.0001,0.5819993615150452,0.6343972086906433,5,0.3
71,1.4726632833480835,0.9986053705215454,0.0001,0.5854266881942749,0.6309463977813721,5,0.3
72,1.4823566675186157,0.9985321164131165,0.0001,0.5886890292167664,0.627776026725769,5,0.3
73,1.4921633005142212,0.9984586238861084,0.0001,0.591609001159668,0.6248533725738525,5,0.3
74,1.5020654201507568,0.9983858466148376,0.0001,0.5942813158035278,0.6221959590911865,5,0.3
75,1.512081265449524,0.9983142614364624,0.0001,0.5966756343841553,0.6197633147239685,5,0.3
76,1.5222047567367554,0.9982441663742065,0.0001,0.5987913608551025,0.6175491809844971,5,0.3
77,1.5323553085327148,0.9981768131256104,0.0001,0.6007694005966187,0.6156056523323059,5,0.3
78,1.5424778461456299,0.9981116056442261,0.0001,0.60265052318573,0.6139236092567444,5,0.3
79,1.5525692701339722,0.9980490803718567,0.0001,0.6045392751693726,0.6124745011329651,5,0.3
80,1.56266450881958,0.9979879260063171,0.0001,0.6065648794174194,0.611253023147583,5,0.3
81,1.5727299451828003,0.9979287385940552,0.0001,0.6084767580032349,0.6102989315986633,5,0.3
82,1.5828278064727783,0.9978712797164917,0.0001,0.6102849245071411,0.6095913052558899,5,0.3
83,1.5929172039031982,0.9978158473968506,0.0001,0.6120307445526123,0.6090905070304871,5,0.3
84,1.602988600730896,0.9977623224258423,0.0001,0.6137259006500244,0.6087828874588013,5,0.3
85,1.6130048036575317,0.9977105259895325,0.0001,0.6153811812400818,0.6086291670799255,5,0.3
86,1.6229467391967773,0.9976610541343689,0.0001,0.6170051097869873,0.6085876822471619,5,0.3
87,1.6327992677688599,0.9976115822792053,0.0001,0.6184462904930115,0.6086325645446777,5,0.3
88,1.6424005031585693,0.9975618720054626,0.0001,0.6195302605628967,0.608749508857727,5,0.3
89,1.6515942811965942,0.9975130558013916,0.0001,0.6203420758247375,0.6089193224906921,5,0.3
90,1.6604646444320679,0.9974633455276489,0.0001,0.620650053024292,0.6090603470802307,5,0.3
91,1.6689822673797607,0.9974141716957092,0.0001,0.620498776435852,0.6091557741165161,5,0.3
92,1.6771758794784546,0.9973654747009277,0.0001,0.6198995113372803,0.6092028021812439,5,0.3
93,1.6851085424423218,0.9973177313804626,0.0001,0.6189080476760864,0.609201192855835,5,0.3
94,1.692753791809082,0.9972712993621826,0.0001,0.6176158785820007,0.6090821027755737,5,0.3
95,1.7001615762710571,0.9972274899482727,0.0001,0.6160610914230347,0.6088579297065735,5,0.3
96,1.7073462009429932,0.997188925743103,0.0001,0.6145803928375244,0.6086190342903137,5,0.3
97,1.7143837213516235,0.9971544742584229,0.0001,0.613343358039856,0.6083663105964661,5,0.3
98,1.7212716341018677,0.9971247911453247,0.0001,0.6125826835632324,0.6080918312072754,5,0.3
99,1.7282333374023438,0.9970967769622803,0.0001,0.6122360825538635,0.6078065633773804,5,0.3
